"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 09:00","2025","04","07","09:00","","1.1","","-1.0","","86","","","M","34","","15","","","M","99.30","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 10:00","2025","04","07","10:00","","3.0","","-1.9","","70","","","M","33","","17","","","M","99.25","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 11:00","2025","04","07","11:00","","3.9","","-3.2","","60","","","M","33","","17","","","M","99.20","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 12:00","2025","04","07","12:00","","4.5","","-4.8","","51","","","M","30","","17","","","M","99.27","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 13:00","2025","04","07","13:00","","5.5","","-4.6","","48","","","M","29","","9","","","M","99.14","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 14:00","2025","04","07","14:00","","4.6","","-8.4","","38","","","M","29","","12","","","M","99.18","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 15:00","2025","04","07","15:00","","5.1","","-6.3","","44","","","M","27","","5","","","M","99.10","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 16:00","2025","04","07","16:00","","5.1","","-6.0","","45","","","M","31","","14","","","M","99.12","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 17:00","2025","04","07","17:00","","4.5","","-8.0","","40","","","M","32","","14","","","M","99.10","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 18:00","2025","04","07","18:00","","3.8","","-7.1","","45","","","M","35","","6","","","M","99.14","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 19:00","2025","04","07","19:00","","3.5","","-7.2","","46","","","M","36","","4","","","M","99.08","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 20:00","2025","04","07","20:00","","3.4","","-7.5","","45","","","M","","","0","","","M","99.08","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 21:00","2025","04","07","21:00","","2.6","","-4.9","","58","","","M","10","","7","","","M","99.02","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 22:00","2025","04","07","22:00","","1.6","","-3.3","","70","","","M","4","","10","","","M","99.05","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-07 23:00","2025","04","07","23:00","","1.3","","-3.5","","71","","","M","36","","8","","","M","99.04","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 00:00","2025","04","08","00:00","","1.3","","-2.5","","75","","","M","7","","10","","","M","99.00","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 01:00","2025","04","08","01:00","","1.1","","-1.6","","82","","","M","11","","15","","","M","98.89","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 02:00","2025","04","08","02:00","","0.6","","-0.2","","94","","","M","11","","15","","","M","98.75","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 03:00","2025","04","08","03:00","","0.1","","-0.2","","98","","","M","10","","16","","","M","98.64","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 04:00","2025","04","08","04:00","","0.0","","-0.2","","99","","","M","10","","17","","","M","98.67","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 05:00","2025","04","08","05:00","","-0.2","","-0.3","","99","","","M","11","","17","","","M","98.63","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 06:00","2025","04","08","06:00","","-0.6","","-0.6","","99","","","M","10","","16","","","M","98.60","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 07:00","2025","04","08","07:00","","-0.7","","-0.9","","99","","","M","9","","19","","","M","98.62","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 08:00","2025","04","08","08:00","","-0.8","","-1.1","","98","","","M","8","","15","","","M","98.53","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 09:00","2025","04","08","09:00","","-1.2","","-1.6","","97","","","M","9","","30","","","M","98.47","","","","-8","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 10:00","2025","04","08","10:00","","-1.1","","-1.6","","97","","","M","5","","14","","","M","98.54","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 11:00","2025","04","08","11:00","","-1.2","","-1.9","","95","","","M","5","","26","","","M","98.34","","","","-8","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 12:00","2025","04","08","12:00","","-1.2","","-2.4","","92","","","M","6","","30","","","M","98.28","","","","-8","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 13:00","2025","04","08","13:00","","-0.9","","-1.7","","94","","","M","4","","16","","","M","98.23","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 14:00","2025","04","08","14:00","","-0.7","","-1.7","","93","","","M","4","","17","","","M","98.26","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 15:00","2025","04","08","15:00","","-0.6","","-1.7","","92","","","M","4","","27","","","M","98.14","","","","-7","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 16:00","2025","04","08","16:00","","-0.6","","-2.2","","89","","","M","4","","26","","","M","98.09","","","","-7","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 17:00","2025","04","08","17:00","","-0.6","","-2.6","","86","","","M","5","","21","","","M","98.11","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 18:00","2025","04","08","18:00","","-0.8","","-2.7","","87","","","M","7","","14","","","M","98.15","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 19:00","2025","04","08","19:00","","-1.3","","-2.3","","93","","","M","5","","9","","","M","98.16","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 20:00","2025","04","08","20:00","","-1.5","","-1.9","","97","","","M","6","","12","","","M","98.24","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 21:00","2025","04","08","21:00","","-1.6","","-2.0","","97","","","M","12","","5","","","M","98.29","","","","-3","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 22:00","2025","04","08","22:00","","-1.8","","-2.0","","98","","","M","10","","7","","","M","98.23","","","","-4","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-08 23:00","2025","04","08","23:00","","-1.7","","-1.9","","98","","","M","29","","4","","","M","98.28","","","","-3","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 00:00","2025","04","09","00:00","","-1.7","","-1.9","","99","","","M","","","0","","","M","98.30","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 01:00","2025","04","09","01:00","","-1.9","","-2.0","","99","","","M","35","","4","","","M","98.30","","","","-3","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 02:00","2025","04","09","02:00","","-2.0","","-2.1","","99","","","M","2","","8","","","M","98.31","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 03:00","2025","04","09","03:00","","-2.0","","-2.0","","99","","","M","36","","8","","","M","98.39","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 04:00","2025","04","09","04:00","","-2.0","","-2.1","","99","","","M","35","","10","","","M","98.48","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 05:00","2025","04","09","05:00","","-2.0","","-2.1","","99","","","M","36","","12","","","M","98.64","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 06:00","2025","04","09","06:00","","-2.0","","-2.1","","99","","","M","35","","11","","","M","98.79","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 07:00","2025","04","09","07:00","","-1.9","","-2.0","","99","","","M","35","","15","","","M","98.95","","","","-7","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 08:00","2025","04","09","08:00","","-1.4","","-2.0","","96","","","M","1","","15","","","M","99.12","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 09:00","2025","04","09","09:00","","-1.2","","-2.6","","90","","","M","36","","9","","","M","99.27","","","","-4","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 10:00","2025","04","09","10:00","","-0.7","","-3.2","","84","","","M","35","","13","","","M","99.39","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 11:00","2025","04","09","11:00","","-0.4","","-3.3","","81","","","M","35","","12","","","M","99.50","","","","-4","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 12:00","2025","04","09","12:00","","0.4","","-3.4","","76","","","M","30","","12","","","M","99.58","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 13:00","2025","04","09","13:00","","0.6","","-3.6","","74","","","M","30","","18","","","M","99.67","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 14:00","2025","04","09","14:00","","1.1","","-3.9","","69","","","M","28","","16","","","M","99.77","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 15:00","2025","04","09","15:00","","1.4","","-3.1","","72","","","M","26","","17","","","M","99.86","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 16:00","2025","04","09","16:00","","1.7","","-2.9","","72","","","M","24","","18","","","M","99.91","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 17:00","2025","04","09","17:00","","1.8","","-2.3","","74","","","M","23","","17","","","M","99.96","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 18:00","2025","04","09","18:00","","1.8","","-2.9","","71","","","M","23","","20","","","M","100.06","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 19:00","2025","04","09","19:00","","0.8","","-2.5","","78","","","M","22","","24","","","M","100.18","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 20:00","2025","04","09","20:00","","0.5","","-1.9","","84","","","M","24","","21","","","M","100.34","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 21:00","2025","04","09","21:00","","-0.4","","-2.5","","86","","","M","25","","20","","","M","100.41","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 22:00","2025","04","09","22:00","","-0.9","","-3.3","","84","","","M","26","","21","","","M","100.43","","","","-7","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-09 23:00","2025","04","09","23:00","","-1.4","","-3.6","","85","","","M","27","","14","","","M","100.44","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 00:00","2025","04","10","00:00","","-1.8","","-3.9","","86","","","M","25","","16","","","M","100.49","","","","-7","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 01:00","2025","04","10","01:00","","-2.2","","-4.2","","87","","","M","22","","16","","","M","100.56","","","","-7","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 02:00","2025","04","10","02:00","","-2.7","","-4.0","","91","","","M","21","","18","","","M","100.62","","","","-8","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 03:00","2025","04","10","03:00","","-2.9","","-4.1","","92","","","M","22","","22","","","M","100.67","","","","-9","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 04:00","2025","04","10","04:00","","-3.5","","-4.8","","91","","","M","22","","18","","","M","100.72","","","","-9","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 05:00","2025","04","10","05:00","","-3.0","","-5.3","","84","","","M","24","","20","","","M","100.78","","","","-9","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 06:00","2025","04","10","06:00","","-2.7","","-5.4","","82","","","M","23","","21","","","M","100.83","","","","-9","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 07:00","2025","04","10","07:00","","-2.0","","-5.0","","80","","","M","24","","19","","","M","100.92","","","","-8","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 08:00","2025","04","10","08:00","","-0.7","","-6.2","","66","","","M","26","","26","","","M","100.96","","","","-7","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 09:00","2025","04","10","09:00","","0.5","","-7.2","","56","","","M","25","","34","","","M","100.95","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 10:00","2025","04","10","10:00","","1.8","","-6.3","","55","","","M","27","","24","","","M","100.97","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 11:00","2025","04","10","11:00","","2.8","","-6.3","","51","","","M","25","","24","","","M","100.93","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 12:00","2025","04","10","12:00","","2.9","","-6.2","","51","","","M","27","","31","","","M","100.88","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 13:00","2025","04","10","13:00","","4.5","","-4.7","","51","","","M","26","","30","","","M","100.85","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 14:00","2025","04","10","14:00","","5.3","","-4.9","","48","","","M","27","","28","","","M","100.81","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 15:00","2025","04","10","15:00","","4.9","","-2.2","","60","","","M","22","","27","","","M","100.81","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 16:00","2025","04","10","16:00","","5.3","","-1.9","","60","","","M","22","","26","","","M","100.81","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 17:00","2025","04","10","17:00","","5.1","","-1.1","","64","","","M","22","","25","","","M","100.79","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 18:00","2025","04","10","18:00","","3.6","","-0.7","","73","","","M","19","","26","","","M","100.82","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 19:00","2025","04","10","19:00","","1.4","","-0.6","","87","","","M","20","","22","","","M","100.85","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 20:00","2025","04","10","20:00","","0.6","","-0.4","","92","","","M","20","","18","","","M","100.90","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 21:00","2025","04","10","21:00","","0.4","","-0.3","","95","","","M","24","","12","","","M","100.99","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 22:00","2025","04","10","22:00","","0.6","","-0.2","","95","","","M","24","","9","","","M","101.00","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-10 23:00","2025","04","10","23:00","","0.2","","-0.2","","98","","","M","26","","7","","","M","100.97","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 00:00","2025","04","11","00:00","","-1.2","","-1.6","","97","","","M","29","","4","","","M","101.00","","","","-3","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 01:00","2025","04","11","01:00","","-1.0","","-1.2","","98","","","M","31","","3","","","M","101.00","","","","-2","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 02:00","2025","04","11","02:00","","-0.8","","-0.9","","99","","","M","","","0","","","M","100.98","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 03:00","2025","04","11","03:00","","-3.0","","-3.1","","100","","","M","","","0","","","M","100.96","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 04:00","2025","04","11","04:00","","-3.8","","-3.8","","100","","","M","16","","4","","","M","100.97","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 05:00","2025","04","11","05:00","","-3.2","","-3.8","","96","","","M","18","","7","","","M","100.93","","","","-6","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 06:00","2025","04","11","06:00","","-2.5","","-3.5","","93","","","M","16","","5","","","M","100.94","","","","-4","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 07:00","2025","04","11","07:00","","-0.6","","-1.5","","94","","","M","13","","6","","","M","100.91","","","","-3","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 08:00","2025","04","11","08:00","","1.2","","-1.5","","82","","","M","","","0","","","M","100.93","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 09:00","2025","04","11","09:00","","2.9","","-5.0","","56","","","M","11","","5","","","M","100.92","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 10:00","2025","04","11","10:00","","4.3","","-7.2","","43","","","M","12","","8","","","M","100.89","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 11:00","2025","04","11","11:00","","6.1","","-7.5","","37","","","M","13","","7","","","M","100.88","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 12:00","2025","04","11","12:00","","6.9","","-7.3","","36","","","M","15","","9","","","M","100.85","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 13:00","2025","04","11","13:00","","7.0","","-10.3","","28","","","M","11","","5","","","M","100.83","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 14:00","2025","04","11","14:00","","7.7","","-9.4","","29","","","M","14","","7","","","M","100.77","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 15:00","2025","04","11","15:00","","7.4","","-6.0","","38","","","M","14","","16","","","M","100.70","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 16:00","2025","04","11","16:00","","6.3","","-4.2","","47","","","M","16","","14","","","M","100.67","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 17:00","2025","04","11","17:00","","4.9","","-5.2","","48","","","M","16","","13","","","M","100.67","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 18:00","2025","04","11","18:00","","4.5","","-6.1","","46","","","M","17","","8","","","M","100.56","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 19:00","2025","04","11","19:00","","3.6","","-4.4","","56","","","M","17","","8","","","M","100.57","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 20:00","2025","04","11","20:00","","1.8","","-3.6","","67","","","M","15","","10","","","M","100.57","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 21:00","2025","04","11","21:00","","-0.1","","-3.0","","81","","","M","18","","10","","","M","100.67","","","","-3","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 22:00","2025","04","11","22:00","","-0.7","","-3.0","","84","","","M","15","","13","","","M","100.62","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-11 23:00","2025","04","11","23:00","","-0.8","","-2.8","","87","","","M","21","","8","","","M","100.64","","","","-4","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 00:00","2025","04","12","00:00","","-0.9","","-3.0","","86","","","M","22","","7","","","M","100.61","","","","-3","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 01:00","2025","04","12","01:00","","-1.0","","-2.5","","90","","","M","18","","9","","","M","100.59","","","","-4","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 02:00","2025","04","12","02:00","","-0.7","","-2.9","","85","","","M","22","","4","","","M","100.55","","","","-2","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 03:00","2025","04","12","03:00","","-0.3","","-2.6","","84","","","M","20","","4","","","M","100.54","","","","-2","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 04:00","2025","04","12","04:00","","-1.5","","-2.3","","94","","","M","14","","9","","","M","100.51","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 05:00","2025","04","12","05:00","","-0.9","","-1.9","","93","","","M","","","0","","","M","100.52","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 06:00","2025","04","12","06:00","","-1.5","","-2.9","","90","","","M","2","","8","","","M","100.52","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 07:00","2025","04","12","07:00","","1.3","","-1.9","","79","","","M","10","","9","","","M","100.52","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 08:00","2025","04","12","08:00","","2.3","","-3.0","","68","","","M","10","","9","","","M","100.49","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 09:00","2025","04","12","09:00","","4.0","","-3.0","","60","","","M","11","","10","","","M","100.50","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 10:00","2025","04","12","10:00","","4.6","","-2.7","","59","","","M","13","","17","","","M","100.52","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 11:00","2025","04","12","11:00","","4.8","","-4.5","","51","","","M","15","","15","","","M","100.61","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 12:00","2025","04","12","12:00","","4.9","","-5.7","","46","","","M","14","","18","","","M","100.65","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 13:00","2025","04","12","13:00","","5.3","","-5.6","","45","","","M","11","","16","","","M","100.57","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 14:00","2025","04","12","14:00","","4.0","","-3.7","","57","","","M","12","","15","","","M","100.54","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 15:00","2025","04","12","15:00","","2.5","","-1.6","","74","","","M","12","","17","","","M","100.46","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 16:00","2025","04","12","16:00","","2.3","","-1.0","","79","","","M","35","","3","","","M","100.42","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 17:00","2025","04","12","17:00","","3.6","","-0.4","","75","","","M","7","","7","","","M","100.35","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 18:00","2025","04","12","18:00","","2.3","","-2.1","","73","","","M","8","","9","","","M","100.29","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 19:00","2025","04","12","19:00","","1.6","","-1.5","","80","","","M","7","","12","","","M","100.28","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 20:00","2025","04","12","20:00","","1.7","","-2.7","","73","","","M","8","","15","","","M","100.25","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 21:00","2025","04","12","21:00","","1.8","","-2.8","","72","","","M","8","","14","","","M","100.22","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 22:00","2025","04","12","22:00","","1.7","","-3.1","","71","","","M","8","","11","","","M","100.16","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-12 23:00","2025","04","12","23:00","","0.7","","-1.8","","83","","","M","8","","12","","","M","100.12","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 00:00","2025","04","13","00:00","","0.7","","-1.8","","83","","","M","7","","15","","","M","100.06","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 01:00","2025","04","13","01:00","","0.1","","-1.0","","93","","","M","8","","12","","","M","99.97","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 02:00","2025","04","13","02:00","","-0.1","","-0.6","","96","","","M","9","","16","","","M","99.89","","","","-5","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 03:00","2025","04","13","03:00","","0.1","","-0.1","","98","","","M","8","","12","","","M","99.83","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 04:00","2025","04","13","04:00","","0.4","","0.3","","99","","","M","8","","14","","","M","99.76","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 05:00","2025","04","13","05:00","","0.8","","0.8","","100","","","M","8","","15","","","M","99.65","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 06:00","2025","04","13","06:00","","1.1","","1.1","","100","","","M","8","","19","","","M","99.60","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 07:00","2025","04","13","07:00","","1.6","","1.6","","100","","","M","8","","16","","","M","99.58","","","","","","NA"
"-63.51","44.88","HALIFAX STANFIELD INT'L A","8202249","2025-04-13 08:00","2025","04","13","08:00","","2.0","","2.0","","100","","","M","7","","17","","","M","99.50","","","","","","NA"
